title,genres,types,cast,director
The Guru,"['Comedy', 'Romance']",Comedy Romance sex indianlead dancingmaster newlove pornactor guru wedding sexcomedy womandirector,"['Jimi Mistry', 'Heather Graham', 'Marisa Tomei', 'Michael McKean', 'Dash Mihok', 'Emil Marwa', 'Christine Baranski', 'Ronald Guttman', 'Bobby Cannavale', 'Jason Harris', 'Colleen Hawks']",Daisy von Scherler Mayer
The Perez Family,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance immigration independentfilm womandirector politicalprisoner cubanrefugees,"['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston', 'Chazz Palminteri', 'Trini Alvarado', 'Ruben Rabasa', 'Luis Raúl']",Mira Nair
Inside Llewyn Davis,"['Drama', 'Music']",Drama Music folkmusic performance aspiringsinger newyorkcity recording merchantmarine 1960s,"['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake', 'Jerry Grayson', 'Robin Bartlett', 'Max Casella', 'Adam Driver', 'Ethan Phillips', 'Jeanine Serralles', 'Garrett Hedlund', 'John Goodman', 'Stark Sands', 'Alex Karpovsky', 'F. Murray Abraham', 'Benjamin Pike']",Joel Coen
O,"['Drama', 'Romance', 'Thriller']",Drama Romance Thriller sex jealousy girlfriend highschool columbine highschoolsports friends drug xenophobia,"['Mekhi Phifer', 'Josh Hartnett', 'Andrew Keegan', 'Julia Stiles', 'Martin Sheen', 'Rain Phoenix', 'Elden Henson', 'Chris Freihofer', 'John Heard', 'Rachel Shumate']",Tim Blake Nelson
Return to the Blue Lagoon,"['Drama', 'Adventure', 'Romance']",Drama Adventure Romance island marooned pacificisland teenager desertedisland tropicalisland,"['Milla Jovovich', 'Brian Krause', 'Lisa Pelikan', 'Courtney Barilla', 'Garette Ratliff Henson', 'Brian Blain', 'Emma James', 'Jackson Barton', 'Nana Coburn', 'Peter Hehir', 'Alexander Petersons', 'John Mann', 'Wayne Pygram', 'John Dicks', 'Gus Mercurio']",William A. Graham
The Molly Maguires,"['Drama', 'History']",Drama History pennsylvania miner coalmining coalmine pennsylvaniacoalminer,"['Sean Connery', 'Samantha Eggar', 'Richard Harris', 'Frank Finlay', 'Anthony Zerbe', 'Bethel Leslie', 'Art Lund', 'Philip Bourneuf', 'Ian Abercrombie']",Martin Ritt
Romance & Cigarettes,"['Comedy', 'Music', 'Romance']",Comedy Music Romance infidelity lovers workingclass newyorkcity,"['James Gandolfini', 'Susan Sarandon', 'Kate Winslet', 'Steve Buscemi', 'Mandy Moore', 'Mary-Louise Parker', 'Christopher Walken', 'Eddie Izzard', 'Aida Turturro', 'Bobby Cannavale', 'John Turturro']",John Turturro
Copying Beethoven,['Drama'],Drama beethoven womandirector,"['Ed Harris', 'Diane Kruger', 'Matthew Goode', 'Phyllida Law', 'Ralph Riach', 'Bill Stewart', 'Angus Barnett', 'Viktoria Dihen', 'Matyelok Gibbs']",Agnieszka Holland
Brighton Rock,"['Drama', 'Thriller', 'Crime']",Drama Thriller Crime waitress riot gangwar nightmare prayer revenge gang brighton violence record,"['Andy Serkis', 'Helen Mirren', 'John Hurt', 'Sam Riley', 'Andrea Riseborough', 'Sean Harris', 'Phil Davis', 'Nonso Anozie', 'Craig Parkinson', 'Geoff Bell', 'Steven Robertson', 'Maurice Roeves', 'Steve Evets', 'Francis Magee', 'Adrian Schiller', 'Pauline Melville', 'Mona Goodwin', 'Kerrie Hayes', 'Lexy Howe', 'Dennis Banks', 'Tom Austen']",Rowan Joffe
Saw V,"['Horror', 'Thriller', 'Crime']",Horror Thriller Crime bloodsplatter serialkiller pigmask nazi jigsaw swastikatattoo,"['Tobin Bell', 'Costas Mandylor', 'Scott Patterson', 'Betsy Russell', 'Mark Rolston', 'Julie Benz', 'Carlo Rota', 'Meagan Good', 'Shawnee Smith', 'Greg Bryk', 'Sheila Shah', 'Niamh Wilson']",David Hackl
Machine Gun McCain,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",Drama Action Thriller Crime Foreign mobster,"['John Cassavetes', 'Britt Ekland', 'Peter Falk', 'Gabriele Ferzetti', 'Margherita Guzzinati', 'Claudio Biava', 'Steffen Zacharias', 'James Morrison', 'Florinda Bolkan', 'Tony Kendall', 'Salvo Randone', 'Gena Rowlands', 'Maria Mizar', 'Euplio Moscusu', 'Luigi Pistilli']",Giuliano Montaldo
LOL,"['Drama', 'Comedy', 'Romance']",Drama Comedy Romance comingofage motherdaughterrelationship teenmovie teenager basedonfilm workingmom womandirector,"['Miley Cyrus', 'Demi Moore', 'Douglas Booth', 'Ashley Greene', 'Ashley Hinshaw', 'Thomas Jane', 'Jay Hernandez', 'Jean-Luc Bilodeau', 'Fisher Stevens', 'Gina Gershon', 'Adam G. Sevani', 'Austin Nichols', 'Marlo Thomas', 'Michelle Burke', 'Nora Dunn', 'Loretta Higgins', 'Dennis North', 'Vivian Le Borgne', 'Bridget Brown', 'Jim Carrane', 'Woody Carter', 'Felix Dayan', 'Sam Derence', 'Lina Esco', 'Trevor Fahnstrom', 'George Finn', 'Rebecca Finnegan', 'Alix Freihage', 'Lynnette Gaza', 'Ashley Grace', 'Vichaan Kue', 'Madelyn Lasky', 'Emma Nolan', 'Delphine Pontvieux', 'Leisa Pulido', 'Barbara Robertson', 'Russell Steinberg', 'Brady Tutton', 'Tanz Watson', 'Armon York Williams', 'Tedra Millan', 'Ismail Abdul-Aziz', 'Ismail Abdul-Aziz', 'Arnold Agee', 'Sydney Alton', 'Mike Ancrile', 'Cara AnnMarie', 'Chris Astoyan', 'Apollo Bacala', 'Elias Bahri', 'Christina M. Bender', 'Andrew Biesen', 'Mark Bonto', 'Ewan Bourne', 'Randal Bruce', 'Ron Causey ', 'Abbie Dunn', 'Jay Harper', 'Pennie-Marie Hawkins', 'Mathew Jadan', 'Ericka Johnson', 'Demi Kazanis', 'Joe Kras', 'Don Kress', 'Fox Langenkamp', 'Chameria Law', 'Dervis Lici', 'Bryan Matti', 'Joshua McCarthy', 'Matt McClelland', 'Kristen Paul', 'Dwayne Roszkowski', 'Joey Segars', 'Barbara Szeman', 'Eric Tuchelske', 'Amanda Wright']",Lisa Azuelos
Jindabyne,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Drama Mystery Thriller smalltown fishing malefriendship australia marriagecrisis marriage friendship murder australianaborigine aboriginal aborigine,"['Laura Linney', 'Gabriel Byrne', 'Deborra-Lee Furness', 'John Howard', 'Leah Purcell', 'Stelios Yiakmis', 'Alice Garner', 'Simon Stone', 'Betty Lucas', 'Chris Haywood', 'Max Cullen', 'Tatea Reilly', 'Eva Lazzaro', 'Sean Rees-Wemyss', 'Charles Tingwell', 'Ursula Yovich']",Ray Lawrence
Kabhi Alvida Naa Kehna,"['Drama', 'Romance']",Drama Romance adultery extramaritalaffair,"['Shah Rukh Khan', 'Rani Mukerji', 'Preity Zinta', 'Abhishek Bachchan', 'Amitabh Bachchan', 'John Abraham', 'Kirron Kher', 'Ahsaas Channa', 'Kajol', 'Arjun Rampal', 'Karan Johar']",Karan Johar
An Ideal Husband,"['Drama', 'Comedy', 'Romance']",Drama Comedy Romance ,"['Cate Blanchett', 'Minnie Driver', 'Rupert Everett', 'Julianne Moore', 'Jeremy Northam', 'Peter Vaughan']",Oliver Parker
The Last Days on Mars,"['Science Fiction', 'Thriller', 'Horror']",ScienceFiction Thriller Horror mars sciencefiction zombie,"['Liev Schreiber', 'Romola Garai', 'Elias Koteas', 'Olivia Williams', 'Johnny Harris', 'Goran Kostić', 'Tom Cullen', 'Yusra Warsama', 'Patrick Joseph Byrnes', 'Lewis Macleod', 'Paul Warren']",Ruairi Robinson
Darkness,['Horror'],Horror lossofchild solareclipse hauntedhouse family psychopathy,"['Anna Paquin', 'Lena Olin', 'Iain Glen', 'Giancarlo Giannini', 'Fele Martínez', 'Stephan Enquist', 'Fermí Reixach']",Jaume Balagueró
2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",ScienceFiction Mystery Adventure moon jupiter artificialintelligence manvsmachine technology supercomputer humanbeing spacetravel spacemission moonbase astronaut evolution monolith spacestation,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Penny Brahms', 'Heather Downham', ""Maggie d'Abo"", 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'Martin Amor', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Kevin Scott', 'John Swindells', 'Burnell Tucker', 'John Clifford']",Stanley Kubrick
E.T. the Extra-Terrestrial,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",ScienceFiction Adventure Family Fantasy farewell homesickness nasa extraterrestrialtechnology operation spacemarine lossoffather hidingplace ridingabicycle flyingsaucer prosecution halloween flowerpot finger single,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Dee Wallace', 'Peter Coyote', 'Erika Eleniak', 'Sean Frye', 'C. Thomas Howell', 'K. C. Martel', ""David M. O'Dell"", 'Richard Swingler', 'Frank Toth', 'Pat Welsh']",Steven Spielberg
In the Land of Women,"['Romance', 'Comedy', 'Drama']",Romance Comedy Drama infidelity party love cancer neighbor writer teenager illness flashback actress,"['Meg Ryan', 'Kristen Stewart', 'Adam Brody', 'JoBeth Williams', 'Olympia Dukakis', 'Makenzie Vega Norfolk', 'Elena Anaya', 'Kelsey Keel', 'Danielle Savre', 'Gia Mantegna', 'Rob Reinis', 'Dustin Milligan', 'Graham Wardle', 'Elise Gatien', 'Christine Danielle', 'Beau Mirchoff', 'Clark Gregg', 'Ilyse Mimoun', 'Ginnifer Goodwin', 'Karin Konoval', 'Jeff Cunningham', 'Tamara Lovegrove', 'Brittany Starling', 'Kristin Ruff-Frederickson', 'Mike Vardy']",Jon Kasdan
The Blue Butterfly,"['Adventure', 'Drama', 'Family']",Adventure Drama Family rain butterfly rainforest womandirector insects insectarium,"['Marc Donato', 'Pascale Bussières', 'William Hurt', 'Raoul Max Trujillo', 'Steve Adams', 'Marianella Jimenez']",Léa Pool
There Goes My Baby,"['Drama', 'Comedy']",Drama Comedy ,"['Dermot Mulroney', 'Ricky Schroder', 'Kelli Williams', 'Noah Wyle', 'Lucy Deakins', 'Jill Schoelen', 'Kristin Minter', 'Kenneth Ransom', 'Seymour Cassel']",Floyd Mutrux
Housefull,"['Drama', 'Comedy', 'Romance', 'Foreign']",Drama Comedy Romance Foreign ,"['Akshay Kumar', 'Ritesh Deshmukh', 'Deepika Padukone', 'Lara Dutta', 'Jiah Khan', 'Arjun Rampal', 'Boman Irani', 'Malaika Arora Khan', 'Jaqueline Fernandes', 'Chunky Pandey', 'Randhir Kapoor', 'Pete Morgan']",Sajid Khan
September Dawn,"['Drama', 'Action', 'History', 'Western', 'Romance']",Drama Action History Western Romance ,"['Jon Voight', 'Tamara Hope', 'Trent Ford', 'Lolita Davidovich', 'Dean Cain', 'Terence Stamp', 'Shaun Johnston', 'Franklin E. Levinson', 'Daniel Libman', 'Barbara Gates Wilson', 'Huntley Ritter', 'Jon Gries', 'Taylor Handley']",Christopher Cain
For Greater Glory - The True Story of Cristiada,"['History', 'Drama']",History Drama duringcreditsstinger,"['Eva Longoria', 'Andy García', 'Oscar Isaac', ""Peter O'Toole"", 'Rubén Blades']",Dean Wright
The BÃ©lier Family,"['Comedy', 'Drama', 'Music']",Comedy Drama Music deafness music comingofage teenagegirl singing family signlanguage,"['Louane Emera', 'Karin Viard', 'François Damiens', 'Eric Elmosnino', 'Roxane Duran', 'Ilian Bergala', 'Luca Gelberg', 'Mar Sodupe', 'Stéphan Wojtowicz', 'Jérôme Kircher', 'Bruno Gomila', 'Véronique Poulain', 'Philippe Dusseau', 'Clémence Lassalas', 'Melchior Lebeaut']",Eric Lartigau
Good Will Hunting,['Drama'],Drama baseball boston professor m.i.t. harvarduniversity ambition mathematics genius love friends janitor irish psychologist university courtroom flashback prodigy,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård', 'Minnie Driver', 'Casey Affleck', 'Cole Hauser', 'John Mighton', 'Rachel Majorowski', 'Colleen McCauley', 'Matt Mercier', 'Ralph St. George', 'Rob Lynds', 'Dan Washington', 'Alison Folland', 'Derrick Bridgeman', 'Vik Sahay', 'Shannon Egleson', 'Rob Lyons', 'Steven Kozlowski', 'Jennifer Deathe', 'Scott William Winters', 'Philip Williams', ""Patrick O'Donnell"", 'Kevin Rushton', 'Jimmy Flynn', 'Joe Cannon', 'Ann Matacunas', 'George Plimpton', 'Francesco Clemente', 'Jessica Morton', 'Barna Moricz', 'Libby Geller', 'Chas Lawther', 'Richard Fitzpatrick', ""Patrick O'Donnell"", 'Frank Nakashima', 'Christopher Britton', 'David Eisner', 'Bruce Hunter', 'Robert Talvano', 'James Allodi', 'Michael Arthur', 'Riva Di Paola', 'Daniel Olsen', 'Christian Harmony', 'Harmony Korine', 'Thomas Lundy', 'Paul McGillicuddy', 'Stephen Trouskie', 'Elisabeth Anne Hughes']",Gus Van Sant
Misconduct,"['Drama', 'Thriller']",Drama Thriller ,"['Josh Duhamel', 'Alice Eve', 'Malin Åkerman', 'Lee Byung-hun', 'Julia Stiles', 'Glen Powell', 'Al Pacino', 'Anthony Hopkins']",Shintaro Shimosawa
Saw III,"['Horror', 'Thriller', 'Crime']",Horror Thriller Crime braintumor nudity suffocation mutilation severedfoot famoustheme shotintheface,"['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen', 'Bahar Soomekh', 'Dina Meyer', 'Kim Roberts', 'Donnie Wahlberg', 'Leigh Whannell', 'J. Larose', 'Betsy Russell', 'Costas Mandylor', 'Niamh Wilson', 'Dylan Trowbridge']",Darren Lynn Bousman
Stripes,"['Action', 'Comedy']",Action Comedy date ex-girlfriend u.s.army militaryspoof,"['Bill Murray', 'Harold Ramis', 'Warren Oates', 'P.J. Soles', 'Sean Young', 'John Candy', 'John Larroquette', 'John Voldstad', 'John Diehl', 'Lance LeGault', 'Roberta Leighton', 'Conrad Dunn', 'Judge Reinhold', 'Antone Pagan', 'Nick Toth', 'Bill Paxton']",Ivan Reitman
Bring It On,['Comedy'],Comedy cheerleader sport highschool teenagegirl cheerleading cheeringcrowd duringcreditsstinger,"['Kirsten Dunst', 'Jesse Bradford', 'Eliza Dushku', 'Gabrielle Union', 'Huntley Ritter', 'Clare Kramer', 'Nicole Bilderback', 'Tsianina Joelson', 'Nathan West', 'Shamari Fears', 'Natina Reed', 'Richard Hillman', 'Lindsay Sloane', 'Rini Bell', 'Brandi Williams', 'Bianca Kajlich', 'Holmes Osborne', 'Sherry Hursey', 'Cody McMains', 'Ian Roberts', 'David E. Taylor', 'Ashley Howard', 'Nikole Lee Amateau', 'Clementine Ford', 'Grant Thompson', 'Leonard Clifton', 'Marie Cole', 'Dru Mouser', 'Tracy Pacheco', 'Alicia Michelle Sassano', 'Natasha Soll', 'Ryan Drummond', 'Paullin Wolfe', 'David E. Willis', 'Beth LaMure', 'Anne Fletcher', 'Doug Waldo', 'Annie Hinton', 'Louise Gallagher', 'Edmond Clay', 'Daniella Kuhn', 'Aloma Wright', 'Paul Bloom', 'Melanie Atmadja', 'Peyton Reed', 'Jodi Harris', 'Nectar Rose', 'Elizabeth Johnson', 'Riley Smith', 'Carla Mackauf', 'Anna Lisa Mendiola', 'Greg Benoit', 'Alex Ferguson', 'Ruby Gonzalez', 'Lisel M. Gorell', 'Brandon Henschel', 'Kenyetta Lethridge', 'Rob Marrocco Jr.', 'Michael McCafferty', 'Hilary Angelo']",Peyton Reed
The Purge: Election Year,"['Action', 'Horror', 'Thriller']",Action Horror Thriller dystopia sequel legalizedmurder,"['Elizabeth Mitchell', 'Frank Grillo', 'Mykelti Williamson', 'Edwin Hodge', 'Raymond J. Barry', 'Ethan Phillips', 'Terry Serpico', 'David Aaron Baker', 'Kimberly Howe', 'Joseph Julian Soria', 'Kyle Secor', 'Roman Blat', 'J. Jewels', 'Betty Gabriel', 'Barry Nolan', 'Liza Colón-Zayas', 'Adam Cantor', 'Christopher James Baker', 'Jared Kemp', 'Brittany Mirabile', 'Naeem Duren', 'Naheem Garcia', 'Steven Barkhimer', 'Tom Kemp', 'Portland Helmich', 'George Lee Miles', 'Antoine Coetzee', 'Drew Cooper', 'Johnnie Mae', 'Tom Paolino', 'Emily Petta', 'Alexander Cook', 'Juani Feliz', 'Jamal Peters', 'Matt Walton', 'Thomas Kee', 'Lonnie Farmer', 'Christy Coco', 'Darcie Fisher', 'Alexander Schuler', 'Hank Amos', 'Lindsey Pires', 'Emily Smith', 'Kt Baldassaro', 'Macayla Botelho', 'Christopher Cagle', 'Chemi Che-Mponda', 'Terry Conforti', 'Kevin DeCoste', 'Pamela Figueiredo', 'John Franchi', 'Ian Gatheca', 'London Hall', 'Jay Hieron', 'Arthur Hiou', 'Rosemary Howard', 'Ian Dylan Hunt', 'Hashim Lafond', 'Jordan Lloyd', 'Alex Madera', 'Wayne Malm Jr.', 'Stephanie McIntyre', 'Tanja Melendez Lynch', 'Malcolm C. Murray', 'Nick Principe', 'Lexie Roth', 'Melanie Blake Roth', 'Stephanie Ann Saunders', 'Dora Winifred']",James DeMonaco
She's All That,"['Comedy', 'Romance']",Comedy Romance tvstar jeep volleyball misfit teenangst houseparty teenmovie teenager avant-garde popularity littlepeople highschoolstudent younglove promqueen pygmalion clownmakeup performanceart beatboxing selfexpression tripping poolcleaner,"['Freddie Prinze Jr.', 'Rachael Leigh Cook', 'Matthew Lillard', 'Paul Walker', ""Jodi Lyn O'Keefe"", 'Anna Paquin', 'Clea DuVall', 'Kieran Culkin', 'Kevin Pollak', ""Lil' Kim"", 'Elden Henson', 'Usher Raymond', 'Gabrielle Union', 'Dulé Hill', 'Katharine Towne', 'Sarah Michelle Gellar', 'Tamara Mello', 'Tim Matheson', 'Debbi Morgan', 'Alexis Arquette', 'Dave Buzzotta', 'Chris Owen', 'Michael Milhoan']",Robert Iscove
Saw IV,"['Horror', 'Thriller', 'Crime']",Horror Thriller Crime ice victim pain games psychopath blood electricchair doctor torture violence policeofficer fbiagent femalecorpse,"['Tobin Bell', 'Scott Patterson', 'Costas Mandylor', 'Betsy Russell', 'Lyriq Bent', 'Louis Ferreira', 'Athena Karkanis', 'Simon Reynolds', 'Mike Realba', 'Marty Adams', 'Sarain Boylan', 'Billy Otis', 'Niamh Wilson', 'Julian Richings', 'Joanne Boland', 'Donnie Wahlberg', 'Shawnee Smith', 'Angus Macfadyen', 'Dina Meyer', 'James Van Patten', 'Emmanuelle Vaugier']",Darren Lynn Bousman
White Noise,"['Drama', 'Horror', 'Thriller']",Drama Horror Thriller wheelchair time voice inspector supernatural loss remotecontrol liftingpersoninair paranormalphenomena death waterfront audiocassette logbook electronicvoicephenomena nearmiss bedridden,"['Michael Keaton', 'Chandra West', 'Deborah Kara Unger', 'Ian McNeice', 'Keegan Connor Tracy', 'Sarah Strange', 'Nicholas Elia', 'Mike Dopud', 'Marsha Regis', 'Brad Sihvon', 'Amber Rothwell', 'Mitchell Kosterman', 'Suzanne Ristic', 'L. Harvey Gold', 'Miranda Frigon', 'Aaron Douglas', 'Anthony Harrison', 'Bruce Dawson', 'Benita Ha', 'April Telek']",Geoffrey Sax
Madea's Family Reunion,"['Drama', 'Comedy', 'Romance']",Drama Comedy Romance spanking basedonplay,"['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield', 'Boris Kodjoe', 'Lisa Arrindell', 'Maya Angelou', 'Rochelle Aytes', 'Jenifer Lewis', 'Tangi Miller', 'Keke Palmer', 'Henry Simmons', 'Cicely Tyson', 'China Anderson', 'Akhil Jackson', 'Alonzo Millsap', 'Georgia Allen', 'Cassi Davis', 'Leon Lamar', 'John Lawhorn', 'Afemo Omilami', 'Ryan Gentles', 'Mablean Ephriam', 'Richard Reed', 'Dale Neal', 'Michelle Griffin', 'Cedric Pendleton', 'Deanna Dawn', 'Enoch King', 'Ginnie Randall', 'C.O.C.O. Brown', 'Jennifer Sears', 'Tre Rogers', 'Shannon Eubanks', 'Emmbre Perry', 'Jeronn C. Williams', 'Dale C. Bronner', 'Derrick Simmons']",Tyler Perry
The Color of Money,['Drama'],Drama bar billard talent hustler sport,"['Paul Newman', 'Tom Cruise', 'Mary Elizabeth Mastrantonio', 'Helen Shaver', 'John Turturro', 'Bill Cobbs', 'Robert Agins', 'Alvin Anastasia', 'Randall Arney', 'Elizabeth Bracco', ""Vito D'Ambrosio"", 'Ron Dean', 'Lisa Dodson', 'Donald A. Feeney', 'Paul Geier', 'Carey Goldenberg', 'Joe Guastaferro', 'Paul Herman', 'Mark Jarvis', 'Lawrence Linn', 'Keith McCready', 'Jimmy Mataya', 'Grady Mathews', 'Carol Messing', 'Steve Mizerak', 'Rick Mohr', 'Lloyd Moss', 'Michael Nash', 'Mario Nieves', 'Miguel Nino', 'Andy Nolfo', 'Ernest Perry Jr.', 'Jerry Piller', 'Iggy Pop', 'Richard Price', 'Juan Ramírez', 'Alex Ross', 'Peter Saxe', 'Charles Scorsese', 'Rodrick Selby', 'Christina Sigel', 'Harold L. Simonsen', 'Fred Squillo', 'Brian Sunina', 'Wanda Christine', 'Forest Whitaker', 'Jim Widlowski', 'Bruce A. Young', 'Zoë']",Martin Scorsese
The Longest Day,"['Action', 'Drama', 'History', 'War']",Action Drama History War worldwarii normandy allied widerstand steelhelmet soldier,"['Eddie Albert', 'Paul Anka', 'Arletty', 'Jean-Louis Barrault', 'Richard Beymer', 'Hans Christian Blech', 'Bourvil', 'Richard Burton', 'Wolfgang Büttner', 'Red Buttons', 'Sean Connery', 'Ray Danton', 'Pauline Carton', 'Armin Dahlen', 'Mark Damon', 'Richard Dawson', 'Irina Demick', 'Fred Dur', 'Fabian', 'Mel Ferrer', 'Frank Finlay', 'Henry Fonda', 'Steve Forrest', 'Bernard Fox', 'Robert Freitag', 'Bernard Fresson', 'Gert Fröbe', 'Lutz Gabor', 'Arnold Gelderman', 'Leo Genn', 'Harold Goodwin', 'Walter Gotell', 'Henry Grace', 'John Gregson', 'Clément Harari', 'Paul Hartmann', 'Ruth Hausmeister', 'Jack Hedley', 'Michael Hinz', 'Werner Hinz', 'Donald Houston', 'Jeffrey Hunter', 'Karl John', 'Curd Jürgens', 'Til Kiwe', 'Alexander Knox', 'Peter Lawford', 'Wolfgang Lukschy', 'Christian Marquand', 'Roddy McDowall', 'Sal Mineo', 'Robert Mitchum', 'Kenneth More', 'Richard Münch', ""Edmond O'Brien"", 'Leslie Phillips', 'Wolfgang Preiss', 'Heinz Reincke', 'Madeleine Renaud', 'Robert Ryan', 'Dietmar Schönherr', 'Ernst Schröder', 'George Segal', 'Jean Servais', 'Hans Söhnker', 'Rod Steiger', 'Richard Todd', 'Tom Tryon', 'Peter van Eyck', 'Vicco von Bülow ', 'Robert Wagner', 'John Wayne', 'Stuart Whitman']",Bernhard Wicki
The Mighty Ducks,"['Comedy', 'Family']",Comedy Family sportsteam sport icehockey hockeygame winning feel-goodending thebiggame,"['Emilio Estevez', 'Joss Ackland', 'Lane Smith', 'Heidi Kling', 'Josef Sommer', 'Joshua Jackson', 'Shaun Weiss', 'Elden Henson', 'Danny Tamberelli', 'Marguerite Moreau', 'Hal Fort Atkinson', 'Jussie Smollett']",Stephen Herek
The Grudge,"['Horror', 'Mystery', 'Thriller']",Horror Mystery Thriller malenudity nurse japanese house remake curse oldwoman catatonia ghostchild remakeofjapanesefilm,"['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'Bill Pullman', 'William Mapother', 'KaDee Strickland', 'Grace Zabriskie', 'Rosa Blasi', 'Ted Raimi', 'Takako Fuji', 'Ryo Ishibashi', 'Yoko Maki', 'Yuya Ozeki', 'Takashi Matsuyama', 'Hiroshi Matsunaga']",Takashi Shimizu
Happy Gilmore,['Comedy'],Comedy lossofmother lossoffather golf sport taxes,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay', 'Carl Weathers', 'Richard Kiel', 'Bob Barker', 'Allen Covert', 'Joe Flaherty', 'Lee Trevino', 'Robert Smigel', 'Dennis Dugan', 'Kevin Nealon', 'Verne Lundquist', 'Jared Van Snellenberg', 'Ken Camroux']",Dennis Dugan
Jeepers Creepers,"['Horror', 'Thriller']",Horror Thriller massmurder song brother sister aftercreditsstinger,"['Gina Philips', 'Justin Long', 'Jonathan Breck', 'Patricia Belcher', 'Eileen Brennan', 'Brandon Smith', 'Peggy Sheffield', 'Jeffrey William Evans', 'Patrick Cherry', 'Jon Beshara', 'Avis-Marie Barnes', 'Steve Raulerson', 'Tom Tarantini', 'William Haze', 'Kim Kahana', 'Chris Shepardson']",Victor Salva
Bill & Ted's Excellent Adventure,"['Adventure', 'Comedy', 'Science Fiction']",Adventure Comedy ScienceFiction jealousy journeyinthepast sigmundfreud timetravel heavymetal socrates billythekid schoolpresentation rhinoceros phonebooth worldpeace past history metal bestfriend napoleonbonaparte,"['Keanu Reeves', 'Alex Winter', 'George Carlin', 'Dan Shor', 'Hal Landon Jr.', 'Amy Stock-Poynton', 'Terry Camilleri', 'Tony Steedman', 'Rod Loomis', 'Bernie Casey', 'Al Leong', 'Jane Wiedlin', 'Robert V. Barron', 'Clifford David', 'J. Patrick McNamara', 'Frazier Bain', 'Diane Franklin', 'Kimberley Kates', 'William Robbins', 'Steve Shepherd', 'Anne Machette', 'Traci Dawn Davis']",Stephen Herek
Oliver!,"['Drama', 'Family', 'Music']",Drama Family Music pickpocket musical victorianengland orphan,"['Ron Moody', 'Shani Wallis', 'Oliver Reed', 'Harry Secombe', 'Mark Lester', 'Jack Wild', 'Hugh Griffith', ""Joseph O'Conor"", 'Peggy Mount', 'Leonard Rossiter', 'Hylda Baker', 'Kenneth Cranham', 'Megs Jenkins']",Carol Reed
The Best Exotic Marigold Hotel,"['Drama', 'Comedy']",Drama Comedy hotel basedonnovel india ensemblecast elderly jaipurindia personalgrowth outsourcing,"['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson', 'Judi Dench', 'Dev Patel', 'Penelope Wilton', 'Ramona Marquez', 'Celia Imrie', 'Ronald Pickup', 'Hugh Dickson', 'Patrick Pearson', 'Liza Tarbuck', 'Tina Desai', 'Lillete Dubey', 'Lucy Robinson', 'Sara Stewart', 'Louise Brealey', 'Richard Cubison', 'Diana Hardcastle']",John Madden
Recess: School's Out,"['Science Fiction', 'Animation', 'Comedy', 'Family']",ScienceFiction Animation Comedy Family holiday elementaryschool friends basedontvseries summer classmates recess,"[""Rickey D'Shon Collins"", 'Jason Davis', 'Ashley Johnson', 'Courtland Mead', 'Pamela Adlon', 'Dabney Coleman', 'Robert Goulet', 'Melissa Joan Hart', 'April Winchell', 'Andrew Lawrence']",Chuck Sheetz
